urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
urn:cts:greekLit:tlg5026.msAim.hmt:12.G7	στη δ' ἂρ ἐπί οὐδὸν ἰ̈ὼν	urn:cts:greekLit:tlg0012.tlg001.msA:12.383	οἷοι νῦν βροτοί εἰσ' ὁ δ' ἂρ ὑψόθεν ἔμβαλ' ἀείρας	μαλθακὸς αἰχμητής νῦν δ' οἴχεται οἶος ἀείρας	νῦν, δ', ἀείρας	urn:cts:greekLit:tlg0012.tlg001.omar:17.588
urn:cts:greekLit:tlg5026.msAim.hmt:12.G7	στη δ' ἂρ ἐπί οὐδὸν ἰ̈ὼν	urn:cts:greekLit:tlg0012.tlg001.msA:12.383	οἷοι νῦν βροτοί εἰσ' ὁ δ' ἂρ ὑψόθεν ἔμβαλ' ἀείρας	οἷοι νῦν βροτοί εἰς' ὃ δέ μιν ῥέα πάλλε καὶ οἶος	οἷοι, νῦν, βροτοί	urn:cts:greekLit:tlg0012.tlg001.omar:20.287
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δὲ μάλ' ἐγγὺς ἰὼν καὶ ἀκόντισε δουρὶ φαεινῷ	στῆ, δὲ, μάλ', ἐγγὺς, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:4.496
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	καὶ βάλε Τυδεί̈δαο κατ' ἀσπίδα τῆς δὲ διὰ πρὸ	δὲ, καὶ, βάλε	urn:cts:greekLit:tlg0012.tlg001.omar:5.281
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	ἦ καὶ ἀκόντισε δουρὶ θοῶς βάλε δὲ πρόμον ἄνδρα	δὲ, καὶ, βάλε	urn:cts:greekLit:tlg0012.tlg001.omar:5.533
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δὲ μάλ' ἐγγὺς ἰών καὶ ἀκόντισε δουρὶ φαεινῷ	στῆ, δὲ, μάλ', ἐγγὺς, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:5.611
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	οἳ δὲ μάλ' ἐτρόμεον καὶ ἐδείδισαν οὐδέ τις ἔτλη	δὲ, μάλ', καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:7.151
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ ῥα μάλ' ̔́Εκτορος ἐγγύς ἀπειλήσας δὲ προσηύδα	στῆ, δὲ, μάλ'	urn:cts:greekLit:tlg0012.tlg001.omar:7.225
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	σοὶ δὲ μάλ' ἕψομ' ἐγώ ποτὶ δ' αὖ καὶ ἐγείρομεν ἄλλους	δὲ, μάλ', καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:10.108
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δὲ γνὺξ ἐριπὼν καὶ ἐρείσατο χειρὶ παχείῃ	στῆ, δὲ, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:11.355
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δὲ μάλ' ἐγγὺς ἰὼν καί μιν πρὸς μῦθον ἔειπεν	στῆ, δὲ, μάλ', ἐγγὺς	urn:cts:greekLit:tlg0012.tlg001.omar:11.429
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δ' ἄρ' ἀναί̈ξας ἴδε δὲ Τρῶας καὶ ̓Αχαιοὺς	στῆ, δὲ, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:15.6
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	στῆ δὲ μάλ' ἐγγὺς ἰών καὶ ἀκόντισε δουρὶ φαεινῷ	στῆ, δὲ, μάλ', ἐγγὺς, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:17.347
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	ἱστάμενοι δὲ μάλ' ἐγγὺς ὑλάκτεον ἔκ τ' ἀλέοντο	δὲ, μάλ', ἐγγὺς	urn:cts:greekLit:tlg0012.tlg001.omar:18.586
urn:cts:greekLit:tlg5026.msAim.hmt:12.J1	σὺ δ' επόψεαι αυτους	urn:cts:greekLit:tlg0012.tlg001.msA:12.457	στῆ δὲ μάλ' ἐγγὺς ἰ̈ὼν καὶ ἐρεισάμενος βάλε μέσσας	ὣς φάτο τῷ δὲ μάλ' ὦκα Ποσειδάων καὶ ̓Αθήνη	δὲ, μάλ', καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:21.284
---	---	---	---	---	---	---
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.C1	ἀνώγει	urn:cts:greekLit:tlg0012.tlg001.msA:14.185	καλῷ νηγατέῳ λευκὸν δ' ἦν ἠέλιος ὡς	ὡς δ' ὅτ' ὀπὸς γάλα λευκὸν ἐπειγόμενος συνέπηξεν	λευκὸν, δ', ὡς	urn:cts:greekLit:tlg0012.tlg001.omar:5.902
urn:cts:greekLit:tlg5026.msAim.hmt:14.C1	ἀνώγει	urn:cts:greekLit:tlg0012.tlg001.msA:14.185	καλῷ νηγατέῳ λευκὸν δ' ἦν ἠέλιος ὡς	ὡς ἦν ἐν δ' ὑμῖν ἐρέω πάντεσσι φίλοισι	δ', ἦν, ὡς	urn:cts:greekLit:tlg0012.tlg001.omar:9.528
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.C2	δὸς νῦν μοι νῦν	urn:cts:greekLit:tlg0012.tlg001.msA:14.195	αύδα ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγεν	οὐδέ με θυμὸς ἄνωγεν ἐπεὶ μάθον ἔμμεναι ἐσθλὸς	με, θυμὸς, ἄνωγεν	urn:cts:greekLit:tlg0012.tlg001.omar:6.444
urn:cts:greekLit:tlg5026.msAim.hmt:14.C2	δὸς νῦν μοι νῦν	urn:cts:greekLit:tlg0012.tlg001.msA:14.195	αύδα ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγεν	αὔδα ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγεν	ὅ, τι, φρονέεις, τελέσαι, δέ, με, θυμὸς, ἄνωγεν	urn:cts:greekLit:tlg0012.tlg001.omar:18.426
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	οὐ μὰ γὰρ ̓Απόλλωνα Διὶ̈ φίλον ᾧ τε σὺ Κάλχαν	ᾧ, τε, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:1.86
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	φύλλά τε καὶ φλοιόν νῦν αὖτέ μιν υἷες ̓Αχαιῶν	νῦν, καὶ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:1.237
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ἠδ' ἔτι καὶ νῦν μοι τόδ' ἐπικρήηνον ἐέλδωρ	νῦν, μοι, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:1.455
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	Ξάνθέ τε καὶ σὺ Πόδαργε καὶ Αἴθων Λάμπέ τε δῖε	καὶ, τε, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:8.185
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	πολλά τε καὶ χαρίεντα σὺ δέ σφισι βούλεο νίκην	καὶ, τε, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:8.204
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	νῦν ἐφάμην νῆάς τ' ὀλέσας καὶ πάντας ̓Αχαιοὺς	νῦν, καὶ, πάντας	urn:cts:greekLit:tlg0012.tlg001.omar:8.498
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ὣς ἐπέτελλ' ὃ γέρων σὺ δὲ λήθεαι ἀλλ' ἔτι καὶ νῦν	νῦν, καὶ, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:9.259
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	οὐδ' εἴ μοι δεκάκις τε καὶ εἰκοσάκις τόσα δοίη	μοι, καὶ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:9.379
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ὣς ἐπέτελλ' ὃ γέρων σὺ δὲ λήθεαι ἀλλ' ἔτι καὶ νῦν	νῦν, καὶ, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:11.790
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ἣ τέκε μοι Μίνων τε καὶ ἀντίθεον ̔Ραδάμανθυν	μοι, καὶ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:14.322
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ἠδ' ἔτι καὶ νῦν μοι τόδ' ἐπικρήηνον ἐέλδωρ	νῦν, μοι, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:16.238
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ὃς Λυκίην εἴρυτο δίκῃσί τε καὶ σθένεϊ ᾧ	καὶ, ᾧ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:16.542
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ἦ ῥά νύ μοι δεινή τε καὶ αἰδοίη θεὸς ἔνδον	μοι, καὶ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:18.394
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	ἀλλὰ σὺ μὲν νῦν στῆθι καὶ ἄμπνυε τόνδε δ' ἐγώ τοι	νῦν, καὶ, σὺ	urn:cts:greekLit:tlg0012.tlg001.omar:22.222
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	σεῦ ἀποτεθνηῶτος ὅ μοι νύκτάς τε καὶ ἦμαρ	μοι, καὶ, τε	urn:cts:greekLit:tlg0012.tlg001.omar:22.432
urn:cts:greekLit:tlg5026.msAim.hmt:14.C3	ἐσσυτ' ἐφ' ἱπποπόλων	urn:cts:greekLit:tlg0012.tlg001.msA:14.198	δὸς νῦν μοι φιλότητα καὶ ἵ̈μερον ᾧ τε σὺ πάντας	νῦν δέ μοι ἑρσήεις καὶ πρόσφατος ἐν μεγάροισι	νῦν, μοι, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:24.757
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.C8	κωμ' ἐκαλυψα	urn:cts:greekLit:tlg0012.tlg001.msA:14.227	σεύατ' ἐφ' ἱπποπόλων Θρῃκῶν ὄρεα νιφόεντα	νόσφιν ἐφ' ἱπποπόλων Θρῃκῶν καθορώμενος αἶαν	ἐφ', ἱπποπόλων, Θρῃκῶν	urn:cts:greekLit:tlg0012.tlg001.omar:13.4
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.D6	ἔγχει ἐμῶ μί τοι τι	urn:cts:greekLit:tlg0012.tlg001.msA:14.424	ὀυτάσαι οὐ δὲ βαλεῖν πρὶν γὰρ περίβησαν ἄριστοι	οὐ γὰρ πρὶν πολέμου ἀποπαύσεται ὄβριμος ̔́Εκτωρ	οὐ, πρὶν, γὰρ	urn:cts:greekLit:tlg0012.tlg001.omar:8.473
urn:cts:greekLit:tlg5026.msAim.hmt:14.D6	ἔγχει ἐμῶ μί τοι τι	urn:cts:greekLit:tlg0012.tlg001.msA:14.424	ὀυτάσαι οὐ δὲ βαλεῖν πρὶν γὰρ περίβησαν ἄριστοι	οὐ γὰρ πρὶν πολέμοιο μεδήσομαι αἱματόεντος	οὐ, πρὶν, γὰρ	urn:cts:greekLit:tlg0012.tlg001.omar:9.650
urn:cts:greekLit:tlg5026.msAim.hmt:14.D6	ἔγχει ἐμῶ μί τοι τι	urn:cts:greekLit:tlg0012.tlg001.msA:14.424	ὀυτάσαι οὐ δὲ βαλεῖν πρὶν γὰρ περίβησαν ἄριστοι	νῦν δὲ δὴ ἐνθάδ' ἐμοὶ κακὸν ἔσσεται οὐ γὰρ ὀί̈ω	οὐ, δὲ, γὰρ	urn:cts:greekLit:tlg0012.tlg001.omar:21.92
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:14.F7	κέλευσον	urn:cts:greekLit:tlg0012.tlg001.msA:14.483	ἔγχει ἐμῷ ἵνα μή τι κασιγνήτοιό γε ποινὴ	πιείρῃ ἵνα μή τι δίκης ἐπιδευὲς ἔχῃσθα	ἵνα, μή, τι	urn:cts:greekLit:tlg0012.tlg001.omar:19.180
urn:cts:greekLit:tlg5026.msAim.hmt:14.F7	κέλευσον	urn:cts:greekLit:tlg0012.tlg001.msA:14.483	ἔγχει ἐμῷ ἵνα μή τι κασιγνήτοιό γε ποινὴ	τῆσδε μάχης ἵνα μή τι μετὰ Τρώεσσι πάθῃσι	ἵνα, μή, τι	urn:cts:greekLit:tlg0012.tlg001.omar:20.126
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:15.8	βοῶπις πότνια Ήρῃ	urn:cts:greekLit:tlg0012.tlg001.msA:15.54	ἔρχεο νῦν μετα φῦλα θεῶν καὶ δεῦρο κάλεσσον	ἀλλ' ἴθι νῦν Αἴαντα καὶ ̓Ιδομενῆα κάλεσσον	νῦν, καὶ, κάλεσσον	urn:cts:greekLit:tlg0012.tlg001.omar:10.53
urn:cts:greekLit:tlg5026.msAim.hmt:15.8	βοῶπις πότνια Ήρῃ	urn:cts:greekLit:tlg0012.tlg001.msA:15.54	ἔρχεο νῦν μετα φῦλα θεῶν καὶ δεῦρο κάλεσσον	ἴστω νῦν Ζεὺς πρῶτα θεῶν ὕπατος καὶ ἄριστος	νῦν, θεῶν, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:19.258
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα ποδάρκης δῖος ̓Αχιλλεύς	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:1.121
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν ̓Αγαμέμνων	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:1.172
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα Θέτις κατὰ δάκρυ χέουσα	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:1.413
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὴν δ' ἠμείβετ' ἔπειτα πατὴρ ἀνδρῶν τε θεῶν τε	τὴν, δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:1.544
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:1.551
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια ̔́Ηρη	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:4.50
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα Γερήνιος ἱππότα Νέστωρ	δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:4.317
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὴν δ' ἠμείβετ' ἔπειτα φιλομμειδὴς ̓Αφροδίτη	τὴν, δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:5.375
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὴν δ' ἠμείβετ' ἔπειτα Διώνη δῖα θεάων	τὴν, δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:5.381
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τοὺς δ' ὡς οὖν ἐνόησε θεὰ λευκώλενος ̔́Ηρη	δ', θεὰ, λευκώλενος	urn:cts:greekLit:tlg0012.tlg001.omar:5.711
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὸν δ' ἠμείβετ' ἔπειτα θεὰ γλαυκῶπις ̓Αθήνη	δ', ἠμείβετ', ἔπειτα, θεὰ	urn:cts:greekLit:tlg0012.tlg001.omar:5.825
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὴν δ' ἠμείβετ' ἔπειτα μέγας κορυθαίολος ̔́Εκτωρ	τὴν, δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:6.263
urn:cts:greekLit:tlg5026.msAim.hmt:15.14	πῆμα φυτεῦσαι ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:15.92	τὴν δ' ἠμείβετ' ἔπειτα θεὰ λευκώλενος Ἥρη	τὴν δ' ἠμείβετ' ἔπειτα μέγας κορυθαίολος ̔́Εκτωρ	τὴν, δ', ἠμείβετ', ἔπειτα	urn:cts:greekLit:tlg0012.tlg001.omar:6.359
